Date,Open,High,Low,Close,Volume
02.01.2025 16:00:00,"19403,9","19517,87","19117,59","19280,79",0
03.01.2025 16:00:00,"19395,51","19638,66","19379,57","19621,68",0
06.01.2025 16:00:00,"19851,99","20007,95",19785,"19864,98",0
07.01.2025 16:00:00,"19938,08","19940,21","19421,02","19489,68",0
08.01.2025 16:00:00,"19469,37","19544,51","19308,54","19478,88",0
10.01.2025 16:00:00,"19312,26","19315,11","19018,75","19161,63",0
13.01.2025 16:00:00,"18903,66","19099,97","18831,91","19088,1",0
14.01.2025 16:00:00,"19207,75","19273,14","18926,6","19044,39",0
15.01.2025 16:00:00,"19350,31","19548,9","19299,32","19511,23",0
16.01.2025 16:00:00,"19573,87","19579,85","19335,68","19338,29",0
17.01.2025 16:00:00,"19655,55","19709,64","19543,32","19630,2",0
21.01.2025 16:00:00,"19734,39","19789,63","19551,17","19756,78",0
22.01.2025 16:00:00,"19903,05","20068,52","19903,05","20009,34",0
23.01.2025 16:00:00,"19906,99","20053,68","19892,55","20053,68",0
24.01.2025 16:00:00,"20087,11","20118,61","19897,13","19954,3",0
27.01.2025 16:00:00,"19234,04","19514,35","19204,95","19341,83",0
28.01.2025 16:00:00,"19418,22","19759,43","19294,62","19733,59",0
29.01.2025 16:00:00,"19695,68","19699,82","19479,51","19632,32",0
30.01.2025 16:00:00,"19697,53","19785,79","19483,83","19681,75",0
31.01.2025 16:00:00,"19832,33","19969,17","19575,21","19627,44",0
03.02.2025 16:00:00,"19215,38","19502,13","19141,15","19391,96",0
04.02.2025 16:00:00,"19422,17","19666,44","19408,18","19654,02",0
05.02.2025 16:00:00,"19533,05","19696,94","19498,9","19692,33",0
06.02.2025 16:00:00,"19725,83","19793,36","19654,11","19791,99",0
07.02.2025 16:00:00,"19774,87","19862,54","19489,36","19523,4",0
10.02.2025 16:00:00,"19668,18","19772,04","19650,79","19714,27",0
11.02.2025 16:00:00,"19602,11","19731,93","19579,77","19643,86",0
12.02.2025 16:00:00,"19436,51","19682,51","19415,48","19649,95",0
13.02.2025 16:00:00,"19696,92","19952,17","19675,87","19945,64",0
14.02.2025 16:00:00,"19956,82","20045,76","19932,15","20026,77",0
18.02.2025 16:00:00,"20090,55","20110,12","19909,74","20041,26",0
19.02.2025 16:00:00,"19994,5","20099,39","19928,89","20056,25",0
20.02.2025 16:00:00,"20029,19","20041,15","19795,02","19962,36",0
21.02.2025 16:00:00,"20006,69","20016,66","19510,91","19524,01",0
24.02.2025 16:00:00,"19590,85","19644,23","19275,46","19286,93",0
25.02.2025 16:00:00,"19242,61","19256,35","18871,52","19026,39",0
26.02.2025 16:00:00,"19109,32","19286,02","18966,46","19075,26",0
27.02.2025 16:00:00,"19212,36","19242,69","18535,22","18544,42",0
28.02.2025 16:00:00,"18477,17","18861,33","18372,99","18847,28",0
03.03.2025 16:00:00,"18923,36","18992,3","18216,63","18350,19",0
04.03.2025 16:00:00,"18176,43","18589,49","17956,6","18285,16",0
05.03.2025 16:00:00,"18312,97","18604,47","18144,73","18552,73",0
06.03.2025 16:00:00,"18204,53","18439,24","17980,39","18069,26",0
07.03.2025 16:00:00,"18029,85","18243,58","17768,59","18196,22",0
10.03.2025 16:00:00,"17840,32","17868,08","17291,82","17468,32",0
11.03.2025 16:00:00,"17443,09","17687,4","17238,24","17436,1",0
12.03.2025 16:00:00,"17711,41","17800,1","17436,27","17648,45",0
13.03.2025 16:00:00,"17598,56","17621,91","17239,44","17303,01",0
14.03.2025 16:00:00,"17523,3","17773,48","17491,08","17754,09",0
17.03.2025 16:00:00,"17722,54","17925,94","17645,87","17808,66",0
18.03.2025 16:00:00,"17662,57","17682,92","17431,67","17504,12",0
19.03.2025 16:00:00,"17590,12","17917,54","17533,94","17750,79",0
20.03.2025 16:00:00,"17586,06","17903,2","17576,82","17691,63",0
21.03.2025 16:00:00,"17519,84","17798,06","17474,81","17784,05",0
24.03.2025 16:00:00,"18046,19","18210,05","18030,68","18188,59",0
25.03.2025 16:00:00,"18207,97","18281,13","18170,42","18271,86",0
26.03.2025 16:00:00,"18217,33","18236,55","17837,26","17899,02",0
27.03.2025 16:00:00,"17811,24","17988,02","17743,8","17804,03",0
28.03.2025 16:00:00,"17722,09","17763,28","17283,06","17322,99",0
31.03.2025 16:00:00,"17045,44","17334,98","16854,37","17299,29",0
01.04.2025 16:00:00,"17221,55","17506,59","17149,36","17449,89",0
02.04.2025 16:00:00,"17207,01","17716,52","17181,27","17601,05",0
03.04.2025 16:00:00,"16790,53","16889,34","16533,04","16550,61",0
04.04.2025 16:00:00,"16045,6","16128,16","15575,68","15587,79",0
07.04.2025 16:00:00,"14978,03","16292,28","14784,03","15603,26",0
08.04.2025 16:00:00,"16181,04","16316,51","15053,39","15267,91",0
09.04.2025 16:00:00,"15295,44","17202,94","15270,28","17124,97",0
10.04.2025 16:00:00,"16635,45","16712,37","15894,27","16387,31",0
11.04.2025 16:00:00,"16358,53","16753,41","16228,04","16724,46",0
14.04.2025 16:00:00,"17120,44","17136,56","16661,26","16831,48",0
15.04.2025 16:00:00,"16842,39","16979,96","16753,22","16823,17",0
16.04.2025 16:00:00,"16499,69","16600,37","16066,46","16307,16",0
17.04.2025 16:00:00,"16399,97","16408,51","16181,17","16286,45",0
21.04.2025 16:00:00,"16052,76","16066,79","15685,33","15870,9",0
22.04.2025 16:00:00,"16079,94","16410,56","16038,73","16300,42",0
23.04.2025 16:00:00,"16880,29","17029,86","16642,66","16708,05",0
24.04.2025 16:00:00,"16754,76","17174,35","16744,97","17166,04",0
25.04.2025 16:00:00,"17182,11","17404,49","17110,72","17382,94",0
28.04.2025 16:00:00,"17390,93","17467,35","17128,71","17366,13",0
29.04.2025 16:00:00,"17270,76","17500,42","17256,2","17461,32",0
30.04.2025 16:00:00,"17099,98","17483,82","16959,53","17446,34",0
01.05.2025 16:00:00,"17793,14","17922,83","17688,11","17710,74",0
02.05.2025 16:00:00,"17868,76","18048,83","17812,04","17977,73",0
05.05.2025 16:00:00,"17817,01","17965,64","17792,08","17844,24",0
06.05.2025 16:00:00,"17623,21","17830,35","17592,88","17689,66",0
07.05.2025 16:00:00,"17706,83","17820,29","17503,01","17738,16",0
08.05.2025 16:00:00,"17920,15",18096,17776,"17928,14",0
09.05.2025 16:00:00,"18022,55","18068,9","17853,84","17928,92",0
12.05.2025 16:00:00,"18674,56","18710,22","18472,71","18708,34",0
13.05.2025 16:00:00,"18761,23","19065,96","18745,5","19010,09",0
14.05.2025 16:00:00,"19074,72","19174,55","19023,61","19146,81",0
15.05.2025 16:00:00,"19031,24","19207,22","18967,78","19112,32",0
16.05.2025 16:00:00,"19151,54","19213,42","19038,48","19211,1",0
19.05.2025 16:00:00,"18937,42","19227,22","18937,42","19215,46",0
20.05.2025 16:00:00,"19132,06","19186,69","19015,63","19142,71",0
21.05.2025 16:00:00,"19002,94","19241,41","18799,2","18872,64",0
22.05.2025 16:00:00,"18888,05","19061,11","18840,34","18925,74",0
23.05.2025 16:00:00,"18622,38","18841,52","18599,69","18737,21",0
27.05.2025 16:00:00,"19014,44","19210,95","18961,69","19199,16",0
28.05.2025 16:00:00,"19232,62","19276,83","19084,38","19100,94",0
29.05.2025 16:00:00,"19389,39","19389,39","19091,54","19175,87",0
30.05.2025 16:00:00,"19131,22","19157,78","18847,74","19113,77",0
02.06.2025 16:00:00,"19063,06","19252,71","18985,3","19242,61",0
03.06.2025 16:00:00,"19288,66","19459,28","19224,7","19398,96",0
04.06.2025 16:00:00,"19434,94","19493,45","19359,09","19460,49",0
05.06.2025 16:00:00,"19518,2","19610,51","19226,22","19298,45",0
06.06.2025 16:00:00,"19526,99","19593,18","19464,84","19529,95",0
09.06.2025 16:00:00,"19573,14","19637,56","19531,1","19591,24",0
10.06.2025 16:00:00,"19620,11","19730,38","19539,09","19714,99",0
11.06.2025 16:00:00,"19779,36","19800,46","19551,35","19615,88",0
12.06.2025 16:00:00,"19578,87","19690,61","19553,56","19662,49",0
13.06.2025 16:00:00,"19450,93","19591,87","19367,42","19406,83",0
16.06.2025 16:00:00,"19550,75","19733,31","19550,75","19701,21",0
17.06.2025 16:00:00,"19627,08","19666,56","19485,44","19521,09",0
18.06.2025 16:00:00,"19526,92","19660,77","19489,56","19546,27",0
20.06.2025 16:00:00,"19639,41","19696,11","19380,58","19447,41",0
23.06.2025 16:00:00,"19427,01","19643,7","19334,98","19630,97",0
24.06.2025 16:00:00,"19809,62","19946,72","19795,29","19912,53",0
25.06.2025 16:00:00,"20013,95","20052,78","19918,08","19973,55",0
26.06.2025 16:00:00,"20062,19","20187,15","19982,48","20167,91",0
27.06.2025 16:00:00,"20217,26","20311,51","20095,05","20273,46",0
30.06.2025 16:00:00,"20360,15","20418,31","20266,36","20369,73",0
01.07.2025 16:00:00,"20290,61","20339,05","20105,42","20202,89",0
02.07.2025 16:00:00,"20184,37","20397,22","20181,74","20393,13",0
03.07.2025 13:05:00,"20497,66","20624,51","20480,22","20601,1",0
07.07.2025 16:00:00,"20490,55","20511,82","20323,02","20412,52",0
08.07.2025 16:00:00,"20466,93","20480,89","20377,36","20418,46",0
09.07.2025 16:00:00,"20522,09","20645,41","20486,38","20611,34",0
10.07.2025 16:00:00,"20636,48","20655,39","20495,14","20630,67",0
11.07.2025 16:00:00,"20562,88","20647,97","20509,75","20585,53",0
14.07.2025 16:00:00,"20592,56","20672,34","20492,63","20640,33",0
15.07.2025 16:00:00,"20822,76","20836,04","20670,58","20677,8",0
16.07.2025 16:00:00,"20717,81","20751,05","20507,06","20730,49",0
17.07.2025 16:00:00,"20760,32","20911,83","20735,55","20885,65",0
18.07.2025 16:00:00,"20959,57","20980,56","20846,12","20895,66",0
21.07.2025 16:00:00,"20960,33","21077,37","20957,44","20974,18",0
22.07.2025 16:00:00,"20982,21","20985,34","20750,9","20892,69",0
23.07.2025 16:00:00,"20966,47","21023,85","20870,67","21020,02",0
24.07.2025 16:00:00,"21083,82","21113,1","21001,68","21057,96",0
25.07.2025 16:00:00,"21059,94","21159,8","21036,85","21108,32",0
28.07.2025 16:00:00,"21176,4","21202,18","21122,12","21178,58",0
29.07.2025 16:00:00,"21286,73","21303,96","21081,69","21098,29",0
30.07.2025 16:00:00,"21140,4","21230,88","21016,92","21129,67",0
31.07.2025 16:00:00,"21129,67","21457,48","21078,67","21122,45",0
01.08.2025 16:00:00,"20830,64","20865,63","20560,17","20650,13",0
04.08.2025 16:00:00,"20853,91","21055,24","20833,86","21053,58",0
05.08.2025 16:00:00,"21092,1","21138,72","20893,29","20916,55",0
06.08.2025 16:00:00,"20955,22","21183,88","20937,49","21169,42",0
07.08.2025 16:00:00,"21325,01","21408,15","21090,05","21242,7",0
08.08.2025 16:00:00,"21316,37","21464,53","21284,97","21450,02",0
11.08.2025 16:00:00,"21459,65","21549,73","21346,62","21385,4",0
12.08.2025 16:00:00,"21507,44","21689,68","21386,25","21681,9",0
13.08.2025 16:00:00,"21764,55","21803,75","21645,14","21713,14",0
14.08.2025 16:00:00,"21649,21","21766,29","21627,13","21710,67",0
15.08.2025 16:00:00,"21709,34","21716,18","21567,46","21622,98",0
18.08.2025 16:00:00,"21616,82","21651,5","21559,33","21629,77",0
19.08.2025 16:00:00,"21607,45","21610,24","21277,71","21314,95",0
20.08.2025 16:00:00,"21269,67","21269,67","20905,99","21172,86",0
21.08.2025 16:00:00,"21112,52","21198,76","21013,53","21100,31",0
22.08.2025 16:00:00,"21139,83","21545,43","21092,36","21496,54",0
25.08.2025 16:00:00,"21466,47","21572,18","21400,09","21449,29",0
